Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio
9,2008,RP,Juan Cruz,29,4,0,1,2.61,57,0,10,0,0,0,51.2,34,17,15,5,31,0,71,3,0,1,215,177,3.62,1.258,5.9,0.9,5.4,12.4,2.29
10,2008,RP,Doug Slaten,28,0,3,0,4.73,45,0,13,0,0,0,32.1,33,20,17,4,14,1,20,4,0,0,147,98,5.17,1.454,9.2,1.1,3.9,5.6,1.43
11,2008,,Yusmeiro Petit,23,3,5,0.375,4.31,19,8,6,0,0,0,56.1,45,29,27,12,14,2,42,1,1,3,229,107,5.21,1.047,7.2,1.9,2.2,6.7,3
12,2008,,Max Scherzer,23,0,4,0,3.05,16,7,2,0,0,0,56,48,24,19,5,21,1,66,5,0,2,237,151,3.33,1.232,7.7,0.8,3.4,10.6,3.14
13,2008,,Édgar González,25,1,3,0.25,6,17,6,3,0,0,0,48,58,34,32,8,21,2,32,3,0,4,221,77,5.47,1.646,10.9,1.5,3.9,6,1.52
14,2008,,Leo Rosales,27,1,1,0.5,4.2,27,0,6,0,0,0,30,32,15,14,2,15,3,18,1,0,2,136,111,4.4,1.567,9.6,0.6,4.5,5.4,1.2
15,2008,,Jon Rauch,29,0,6,0,6.56,26,0,10,0,0,1,23.1,27,18,17,6,9,1,22,0,0,1,103,71,5.75,1.543,10.4,2.3,3.5,8.5,2.44
16,2008,,Brandon Medders,28,1,0,1,4.58,18,0,3,0,0,0,19.2,17,11,10,2,11,2,8,2,0,1,88,102,5.62,1.424,7.8,0.9,5,3.7,0.73
17,2008,,Billy Buckner,24,1,0,1,3.21,10,0,5,0,0,0,14,16,5,5,3,4,1,11,1,0,2,59,146,5.42,1.429,10.3,1.9,2.6,7.1,2.75
18,2008,,Jailen Peguero,27,0,0,0,4.82,7,0,0,0,0,0,9.1,9,6,5,0,4,0,5,1,0,0,38,99,3.67,1.393,8.7,0,3.9,4.8,1.25
19,2008,,Connor Robertson,26,0,1,0,5.14,6,0,3,0,0,0,7,8,4,4,1,2,1,2,1,0,0,32,94,5.7,1.429,10.3,1.3,2.6,2.6,1
20,2008,,Wil Ledezma,27,0,0,0,0,3,0,2,0,0,0,4,2,0,0,0,3,0,4,0,0,0,17,0,3.38,1.25,4.5,0,6.8,9,1.33
1,2007,SP,Brandon Webb,28,18,10,0.643,3.01,34,34,0,4,3,0,236.1,209,91,79,12,72,6,194,5,0,3,975,158,3.24,1.189,8,0.5,2.7,7.4,2.69
2,2007,SP,Liván Hernández,32,11,11,0.5,4.93,33,33,0,1,0,0,204.1,247,116,112,34,79,1,90,6,2,3,913,96,5.77,1.595,10.9,1.5,3.5,4,1.14
3,2007,SP,Doug Davis,31,13,12,0.52,4.25,33,33,0,0,0,0,192.2,211,100,91,21,95,7,144,5,1,10,862,112,4.72,1.588,9.9,1,4.4,6.7,1.52
4,2007,SP,Micah Owings,24,8,8,0.5,4.3,29,27,0,2,1,0,152.2,146,81,73,20,50,2,106,14,0,5,651,111,4.81,1.284,8.6,1.2,2.9,6.2,2.12
5,2007,CL,Jose Valverde,29,1,4,0.2,2.66,65,0,59,0,0,47,64.1,46,21,19,7,26,1,78,3,0,1,265,179,3.58,1.119,6.4,1,3.6,10.9,3
6,2007,RP,Tony Pena,25,5,4,0.556,3.27,75,0,13,0,0,2,85.1,63,36,31,8,31,4,63,5,1,3,344,146,4.25,1.102,6.6,0.8,3.3,6.6,2.03
7,2007,RP,Brandon Lyon,27,6,4,0.6,2.68,73,0,20,0,0,2,74,70,25,22,2,22,2,40,1,1,3,307,178,3.44,1.243,8.5,0.2,2.7,4.9,1.82
8,2007,RP,Juan Cruz,28,6,1,0.857,3.1,53,0,15,0,0,0,61,45,28,21,7,32,3,87,5,2,1,262,154,3.7,1.262,6.6,1,4.7,12.8,2.72
9,2007,RP,Doug Slaten,27,3,2,0.6,2.72,61,0,13,0,0,0,36.1,41,15,11,4,14,0,28,0,0,3,163,176,4.29,1.514,10.2,1,3.5,6.9,2
10,2007,,Édgar González,24,8,4,0.667,5.03,32,12,5,0,0,0,102,110,61,57,18,28,4,62,4,1,5,437,95,5.26,1.353,9.7,1.6,2.5,5.5,2.21
11,2007,,Yusmeiro Petit,22,3,4,0.429,4.58,14,10,2,0,0,0,57,58,30,29,12,18,1,40,0,1,0,243,104,5.52,1.333,9.2,1.9,2.8,6.3,2.22
12,2007,,Randy Johnson,43,4,3,0.571,3.81,10,10,0,0,0,0,56.2,52,26,24,7,13,3,72,4,0,1,233,125,3.2,1.147,8.3,1.1,2.1,11.4,5.54
13,2007,,Dustin Nippert,26,1,1,0.5,5.56,36,0,8,0,0,0,45.1,48,30,28,5,16,1,38,0,0,4,196,86,4.06,1.412,9.5,1,3.2,7.5,2.38
14,2007,,Brandon Medders,27,1,2,0.333,4.3,30,0,7,0,0,0,29.1,30,16,14,9,16,0,23,1,0,1,128,112,7.4,1.568,9.2,2.8,4.9,7.1,1.44
15,2007,,Jailen Peguero,26,1,0,1,9.2,18,0,6,0,0,0,14.2,17,15,15,2,13,1,9,1,0,1,71,53,6.65,2.045,10.4,1.2,8,5.5,0.69
16,2007,,Bob Wickman,38,0,1,0,1.35,8,0,1,0,0,0,6.2,6,2,1,0,1,0,2,1,0,1,28,369,3.54,1.05,8.1,0,1.4,2.7,2
17,2007,,Bill Murphy,26,0,0,0,5.68,10,0,2,0,0,0,6.1,9,4,4,0,7,2,2,1,0,0,34,88,6.4,2.526,12.8,0,9.9,2.8,0.29
18,2007,,Dana Eveland,23,1,0,1,14.4,5,1,0,0,0,0,5,8,8,8,0,5,0,3,0,0,1,28,35,5.04,2.6,14.4,0,9,5.4,0.6
19,2007,,Byung-Hyun Kim,28,0,1,0,23.63,2,2,0,0,0,0,2.2,11,9,7,1,2,0,3,1,0,0,22,23,9.24,4.875,37.1,3.4,6.8,10.1,1.5
20,2007,,Joe Kennedy,28,0,0,0,20.25,3,0,0,0,0,0,2.2,4,7,6,0,2,0,1,4,0,2,19,26,9.24,2.25,13.5,0,6.8,3.4,0.5
21,2007,,Enrique González,24,0,0,0,13.5,1,0,1,0,0,0,2,4,4,3,0,1,0,0,0,0,0,11,41,4.74,2.5,18,0,4.5,0,0
22,2007,,Jeff Cirillo,37,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5,0,7.24,2,0,0,18,9,0.5
23,2007,,Mike Schultz,27,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1.24,1,9,0,0,9,0
24,2007,,Augie Ojeda,32,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3.24,0,0,0,0,0,0
25,2007,,J.D. Durbin,25,0,0,0,94.5,1,0,0,0,0,0,0.2,7,7,7,0,1,0,1,0,0,0,10,7,4.74,12,94.5,0,13.5,13.5,1
26,2007,,Randy Choate,31,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,2006,SP,Brandon Webb,27,16,8,0.667,3.1,33,33,0,5,3,0,235,216,91,81,15,50,4,178,6,2,5,950,152,3.18,1.132,8.3,0.6,1.9,6.8,3.56
2,2006,SP,Miguel Batista,35,11,8,0.579,4.58,34,33,0,3,1,0,206.1,231,116,105,18,84,5,110,6,1,14,910,103,4.52,1.527,10.1,0.8,3.7,4.8,1.31
3,2006,SP,Claudio Vargas,28,12,10,0.545,4.83,31,30,1,0,0,0,167.2,185,101,90,27,52,2,123,8,1,9,747,98,4.85,1.414,9.9,1.4,2.8,6.6,2.37
4,2006,SP,Enrique González,23,3,7,0.3,5.67,22,18,1,0,0,0,106.1,114,71,67,14,34,0,66,4,0,1,462,83,4.69,1.392,9.6,1.2,2.9,5.6,1.94
5,2006,CL,Jose Valverde,28,2,3,0.4,5.84,44,0,35,0,0,18,49.1,50,32,32,6,22,3,69,2,0,2,223,81,3.39,1.459,9.1,1.1,4,12.6,3.14
6,2006,RP,Brandon Medders,26,5,3,0.625,3.64,60,0,13,0,0,0,71.2,76,37,29,5,28,3,47,2,0,2,316,130,4,1.451,9.5,0.6,3.5,5.9,1.68
7,2006,RP,Brandon Lyon,26,2,4,0.333,3.89,68,0,22,0,0,0,69.1,68,32,30,7,22,7,46,0,0,1,293,122,4.08,1.298,8.8,0.9,2.9,6,2.09
8,2006,RP,Luis Vizcaino,31,4,6,0.4,3.58,70,0,15,0,0,0,65.1,51,26,26,8,29,6,72,4,0,1,272,132,4.05,1.224,7,1.1,4,9.9,2.48
9,2006,RP,Jorge Julio,27,1,2,0.333,3.83,44,0,32,0,0,15,44.2,31,20,19,6,25,1,55,0,0,7,189,124,4.11,1.254,6.2,1.2,5,11.1,2.2
10,2006,,Juan Cruz,27,5,6,0.455,4.18,31,15,5,0,0,0,94.2,80,45,44,7,47,2,88,11,0,2,413,113,4.09,1.342,7.6,0.7,4.5,8.4,1.87
11,2006,,Liván Hernández,31,4,5,0.444,3.76,10,10,0,0,0,0,69.1,70,31,29,7,26,2,39,2,0,1,298,126,4.55,1.385,9.1,0.9,3.4,5.1,1.5
12,2006,,Greg Aquino,28,2,0,1,4.47,42,0,12,0,0,0,48.1,54,27,24,8,24,2,51,4,0,2,220,106,4.93,1.614,10.1,1.5,4.5,9.5,2.13
13,2006,,Orlando Hernández,40,2,4,0.333,6.11,9,9,0,0,0,0,45.2,52,32,31,8,20,3,52,4,0,0,204,78,4.72,1.577,10.2,1.6,3.9,10.2,2.6
14,2006,,Édgar González,23,3,4,0.429,4.22,11,5,1,0,0,0,42.2,45,20,20,7,9,0,28,3,0,2,182,113,4.81,1.266,9.5,1.5,1.9,5.9,3.11
15,2006,,Tony Pena,24,3,4,0.429,5.58,25,0,6,0,0,1,30.2,36,21,19,6,8,0,21,0,0,1,135,86,5.1,1.435,10.6,1.8,2.3,6.2,2.63
16,2006,,Jason Grimsley,38,1,2,0.333,4.88,19,0,6,0,0,0,27.2,30,15,15,4,8,2,10,0,0,1,118,98,5.17,1.373,9.8,1.3,2.6,3.3,1.25
17,2006,,Russ Ortiz,32,0,5,0,7.54,6,6,0,0,0,0,22.2,27,21,19,3,22,1,21,1,0,0,113,63,6.06,2.162,10.7,1.2,8.7,8.3,0.95
18,2006,,Randy Choate,30,0,1,0,3.94,30,0,3,0,0,0,16,21,9,7,0,3,0,12,3,0,0,75,122,2.77,1.5,11.8,0,1.7,6.8,4
19,2006,,Casey Daigle,25,0,0,0,3.65,10,0,1,0,0,0,12.1,14,5,5,1,6,0,7,0,0,0,52,133,4.53,1.622,10.2,0.7,4.4,5.1,1.17
20,2006,,Kevin Jarvis,36,0,1,0,11.91,5,1,1,0,0,0,11.1,18,15,15,2,5,0,6,1,0,2,58,41,5.97,2.029,14.3,1.6,4,4.8,1.2
21,2006,,Dustin Nippert,25,0,2,0,11.7,2,2,0,0,0,0,10,15,13,13,5,7,0,9,0,0,0,51,42,9.95,2.2,13.5,4.5,6.3,8.1,1.29
22,2006,,Doug Slaten,26,0,0,0,0,9,0,0,0,0,0,5.2,3,0,0,0,2,1,3,0,0,0,21,0,3.15,0.882,4.8,0,3.2,4.8,1.5
23,2006,,Terry Mulholland,43,0,0,0,9,5,0,0,0,0,0,3,7,3,3,1,1,0,1,0,0,0,17,58,7.81,2.667,21,3,3,3,1
24,2006,,Mike Koplove,29,0,0,0,3,2,0,0,0,0,0,3,5,1,1,0,2,0,1,0,0,0,15,174,4.48,2.333,15,0,6,3,0.5
25,2006,,Jeff Bajenaru,28,0,1,0,36,1,0,0,0,0,0,1,4,4,4,3,0,0,0,0,0,0,7,17,42.15,4,36,27,0,0,0
1,2005,SP,Brandon Webb,26,14,12,0.538,3.54,33,33,0,1,0,0,229,229,98,90,21,59,4,172,2,1,14,943,125,3.51,1.258,9,0.8,2.3,6.8,2.92
2,2005,SP,Javier Vazquez,28,11,15,0.423,4.42,33,33,0,3,1,0,215.2,223,112,106,35,46,4,192,5,0,7,904,100,4.06,1.247,9.3,1.5,1.9,8,4.17
3,2005,SP,Brad Halsey,24,8,12,0.4,4.61,28,26,1,0,0,0,160,191,101,82,20,39,3,82,9,1,2,700,96,4.52,1.438,10.7,1.1,2.2,4.6,2.1
4,2005,SP,Shawn Estes,32,7,8,0.467,4.8,21,21,0,2,0,0,123.2,132,70,66,15,45,0,63,4,0,4,535,92,4.77,1.431,9.6,1.1,3.3,4.6,1.4
5,2005,SP,Claudio Vargas,27,9,6,0.6,4.81,21,19,0,0,0,0,119.2,124,66,64,21,40,3,90,7,0,6,520,92,4.98,1.37,9.3,1.6,3,6.8,2.25
6,2005,SP,Russ Ortiz,31,5,11,0.313,6.89,22,22,0,0,0,0,115,147,92,88,18,65,3,46,4,0,5,551,64,6.05,1.843,11.5,1.4,5.1,3.6,0.71
7,2005,CL,Jose Valverde,27,3,4,0.429,2.44,61,0,34,0,0,15,66.1,51,19,18,5,20,1,75,2,0,3,268,181,2.73,1.07,6.9,0.7,2.7,10.2,3.75
8,2005,RP,Lance Cormier,24,7,3,0.7,5.11,67,0,13,0,0,0,79.1,86,50,45,7,43,5,63,5,0,6,356,87,4.39,1.626,9.8,0.8,4.9,7.1,1.47
9,2005,RP,Mike Koplove,28,2,1,0.667,5.07,44,0,11,0,0,0,49.2,48,31,28,6,20,3,28,6,1,1,217,87,5.03,1.369,8.7,1.1,3.6,5.1,1.4
10,2005,RP,Brian Bruney,23,1,3,0.25,7.43,47,0,21,0,0,12,46,56,39,38,6,35,2,51,5,0,2,230,60,5.11,1.978,11,1.2,6.8,10,1.46
11,2005,RP,Greg Aquino,27,0,1,0,7.76,35,0,11,0,0,1,31.1,42,29,27,7,17,1,34,4,1,2,155,57,5.76,1.883,12.1,2,4.9,9.8,2
12,2005,,Mike Gosling,24,0,3,0,4.45,13,5,5,0,0,0,32.1,40,20,16,2,19,2,14,0,0,0,154,100,4.72,1.825,11.1,0.6,5.3,3.9,0.74
13,2005,,Tim Worrell,37,1,1,0.5,2.27,32,0,8,0,0,0,31.2,30,13,8,4,9,2,22,1,0,0,137,196,4.22,1.232,8.5,1.1,2.6,6.3,2.44
14,2005,,Brandon Medders,25,4,1,0.8,1.78,27,0,10,0,0,0,30.1,21,6,6,2,11,0,31,1,0,1,122,250,3.02,1.055,6.2,0.6,3.3,9.2,2.82
15,2005,,Brandon Lyon,25,0,2,0,6.44,32,0,22,0,0,14,29.1,44,25,21,6,10,2,17,2,1,1,144,69,5.75,1.841,13.5,1.8,3.1,5.2,1.7
16,2005,,Buddy Groom,39,0,1,0,4.7,23,0,5,0,0,1,15.1,19,8,8,2,5,1,7,0,0,0,70,96,4.78,1.565,11.2,1.2,2.9,4.1,1.4
17,2005,,Dustin Nippert,24,1,0,1,5.52,3,3,0,0,0,0,14.2,10,9,9,1,13,0,11,1,0,1,68,82,5.27,1.568,6.1,0.6,8,6.8,0.85
18,2005,,Javier López,27,1,1,0.5,9.42,29,0,5,0,0,2,14.1,19,15,15,2,11,3,11,1,0,0,74,48,5.81,2.093,11.9,1.3,6.9,6.9,1
19,2005,,Oscar Villarreal,23,2,0,1,5.27,11,0,0,0,0,0,13.2,11,8,8,2,6,2,5,1,0,0,57,86,5.73,1.244,7.2,1.3,4,3.3,0.83
20,2005,,Jason Bulger,26,1,0,1,5.4,9,0,5,0,0,0,10,14,6,6,1,5,1,9,0,0,0,48,84,4.02,1.9,12.6,0.9,4.5,8.1,1.8
21,2005,,Kerry Ligtenberg,34,0,0,0,13.97,7,0,2,0,0,0,9.2,16,15,15,4,4,0,5,0,0,0,48,33,8.61,2.069,14.9,3.7,3.7,4.7,1.25
22,2005,,Matt Herges,35,0,0,0,13.5,7,0,2,0,0,0,8,12,12,12,4,5,0,3,1,0,0,42,34,11.02,2.125,13.5,4.5,5.6,3.4,0.6
23,2005,,Randy Choate,29,0,0,0,9,8,0,0,0,0,0,7,8,7,7,0,5,1,4,1,0,1,35,51,4.45,1.857,10.3,0,6.4,5.1,0.8
24,2005,,Armando Almanza,32,0,0,0,2.25,6,0,1,0,0,0,4,5,1,1,1,3,0,2,0,0,1,19,213,7.52,2,11.3,2.3,6.8,4.5,0.67
25,2005,,Édgar González,22,0,0,0,108,1,0,0,0,0,0,0.1,2,4,4,1,2,0,1,0,0,1,5,8,54.02,12,54,27,54,27,0.5
1,2004,SP,Randy Johnson,40,16,14,0.533,2.6,35,35,0,4,2,0,245.2,177,88,71,18,44,1,290,10,1,3,964,176,2.3,0.9,6.5,0.7,1.6,10.6,6.59
2,2004,SP,Brandon Webb,25,7,16,0.304,3.59,35,35,0,1,0,0,208,194,111,83,17,119,11,164,11,1,17,933,128,4.41,1.505,8.4,0.7,5.1,7.1,1.38
3,2004,SP,Casey Fossum,26,4,15,0.211,6.65,27,27,0,0,0,0,142,171,111,105,31,63,5,117,10,2,4,652,69,5.78,1.648,10.8,2,4,7.4,1.86
4,2004,SP,Steve Sparks,38,3,7,0.3,6.04,29,18,6,0,0,0,120.2,139,89,81,18,45,2,57,5,0,4,545,76,5.29,1.525,10.4,1.3,3.4,4.3,1.27
5,2004,CL,Greg Aquino,26,0,2,0,3.06,34,0,26,0,0,16,35.1,24,15,12,4,17,2,26,2,0,4,147,151,4.66,1.16,6.1,1,4.3,6.6,1.53
6,2004,RP,Mike Koplove,27,4,4,0.5,4.05,76,0,24,0,0,2,86.2,86,42,39,7,37,10,55,5,0,4,371,113,4.28,1.419,8.9,0.7,3.8,5.7,1.49
7,2004,RP,Elmer Dessens,33,1,6,0.143,4.75,38,9,7,0,0,2,85.1,107,54,45,11,23,4,55,1,0,2,386,97,4.28,1.523,11.3,1.2,2.4,5.8,2.39
8,2004,RP,Steve Randolph,30,2,5,0.286,5.51,45,6,5,0,0,0,81.2,73,56,50,11,76,2,62,1,0,3,393,83,6.11,1.824,8,1.2,8.4,6.8,0.82
9,2004,RP,Randy Choate,28,2,4,0.333,4.62,74,0,17,0,0,0,50.2,52,26,26,1,28,11,49,5,1,1,232,100,3.33,1.579,9.2,0.2,5,8.7,1.75
10,2004,,Casey Daigle,23,2,3,0.4,7.16,10,10,0,0,0,0,49,63,41,39,9,27,3,17,2,1,1,230,64,6.52,1.837,11.6,1.7,5,3.1,0.63
11,2004,,Édgar González,21,0,9,0,9.32,10,10,0,0,0,0,46.1,72,49,48,15,18,4,31,5,1,3,228,49,7.41,1.942,14,2.9,3.5,6,1.72
12,2004,,Lance Cormier,23,1,4,0.2,8.14,17,5,3,0,0,0,45.1,62,42,41,13,25,2,24,2,1,2,218,57,7.5,1.919,12.3,2.6,5,4.8,0.96
13,2004,,Andrew Good,24,1,2,0.333,5.31,17,2,3,0,0,0,40.2,43,25,24,8,13,0,26,3,0,2,177,87,5.51,1.377,9.5,1.8,2.9,5.8,2
14,2004,,Brian Bruney,22,3,4,0.429,4.31,30,0,14,0,0,0,31.1,20,16,15,2,27,5,34,1,0,2,135,107,4.39,1.5,5.7,0.6,7.8,9.8,1.26
15,2004,,Jose Valverde,26,1,2,0.333,4.25,29,0,20,0,0,8,29.2,23,17,14,7,17,4,38,1,0,4,131,109,5.37,1.348,7,2.1,5.2,11.5,2.24
16,2004,,Mike Gosling,23,1,1,0.5,4.62,6,4,0,0,0,0,25.1,26,13,13,5,13,1,14,2,0,2,112,100,6.29,1.539,9.2,1.8,4.6,5,1.08
17,2004,,Scott Service,37,1,1,0.5,7.08,21,0,5,0,0,0,20.1,24,17,16,5,10,2,17,2,0,1,97,66,6.34,1.672,10.6,2.2,4.4,7.5,1.7
18,2004,,Brandon Villafuerte,28,0,3,0,4.05,20,0,6,0,0,0,20,25,9,9,2,14,2,13,1,0,0,96,115,5.3,1.95,11.3,0.9,6.3,5.9,0.93
19,2004,,Mike Fetters,39,0,1,0,8.68,23,0,6,0,0,1,18.2,23,22,18,2,14,2,14,1,0,4,94,54,5.35,1.982,11.1,1,6.8,6.8,1
20,2004,,Oscar Villarreal,22,0,2,0,7,17,0,4,0,0,0,18,25,14,14,3,7,1,17,1,0,5,84,67,4.66,1.778,12.5,1.5,3.5,8.5,2.43
21,2004,,Shane Nance,26,1,1,0.5,5.84,19,0,2,0,0,0,12.1,19,11,8,2,12,4,9,3,0,1,69,80,7.35,2.514,13.9,1.5,8.8,6.6,0.75
22,2004,,Matt Mantei,30,0,3,0,11.81,12,0,9,0,0,4,10.2,17,15,14,5,6,1,13,0,0,0,55,40,8.39,2.156,14.3,4.2,5.1,11,2.17
23,2004,,Chad Durbin,26,1,1,0.5,8.68,7,0,0,0,0,0,9.1,9,10,9,1,11,0,10,1,0,2,52,55,6.16,2.143,8.7,1,10.6,9.6,0.91
24,2004,,Shane Reynolds,36,0,1,0,4.5,1,1,0,0,0,0,2,6,6,1,0,2,0,0,0,0,0,14,119,6.05,4,27,0,9,0,0
25,2004,,Jeff Fassero,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1.05,0,0,0,0,9,0
1,2003,SP,Miguel Batista,32,10,9,0.526,3.54,36,29,5,2,1,0,193.1,197,85,76,13,60,3,142,8,0,7,822,132,3.49,1.329,9.2,0.6,2.8,6.6,2.37
2,2003,SP,Brandon Webb,24,10,9,0.526,2.84,29,28,1,1,1,0,180.2,140,65,57,12,68,4,172,13,1,9,750,165,3.34,1.151,7,0.6,3.4,8.6,2.53
3,2003,SP,Elmer Dessens,32,8,8,0.5,5.07,34,30,1,0,0,0,175.2,212,107,99,22,57,6,113,4,2,3,781,92,4.41,1.531,10.9,1.1,2.9,5.8,1.98
4,2003,SP,Curt Schilling,36,8,9,0.471,2.95,24,24,0,3,2,0,168,144,58,55,17,32,2,194,3,0,4,673,159,2.66,1.048,7.7,0.9,1.7,10.4,6.06
5,2003,SP,Randy Johnson,39,6,8,0.429,4.26,18,18,0,1,1,0,114,125,61,54,16,27,3,125,8,1,1,489,110,3.58,1.333,9.9,1.3,2.1,9.9,4.63
6,2003,CL,Matt Mantei,29,5,4,0.556,2.62,50,0,44,0,0,29,55,37,17,16,6,18,1,68,2,0,1,220,180,3.07,1,6.1,1,2.9,11.1,3.78
7,2003,RP,Oscar Villarreal,21,10,7,0.588,2.57,86,1,14,0,0,0,98,80,40,28,6,46,10,80,3,2,3,422,182,3.69,1.286,7.3,0.6,4.2,7.3,1.74
8,2003,RP,Steve Randolph,29,8,1,0.889,4.05,50,0,9,0,0,0,60,50,28,27,7,43,3,50,2,2,4,271,116,5.13,1.55,7.5,1.1,6.5,7.5,1.16
9,2003,RP,Jose Valverde,25,2,1,0.667,2.15,54,0,33,0,0,10,50.1,24,16,12,4,26,2,71,2,0,2,204,219,2.91,0.993,4.3,0.7,4.6,12.7,2.73
10,2003,RP,Mike Myers,34,0,1,0,5.7,64,0,17,0,0,0,36.1,38,23,23,4,21,1,21,5,0,1,172,83,5.45,1.624,9.4,1,5.2,5.2,1
11,2003,,Andrew Good,23,4,2,0.667,5.29,16,10,0,0,0,0,66.1,74,42,39,15,16,3,42,3,0,3,289,89,5.56,1.357,10,2,2.2,5.7,2.63
12,2003,,John Patterson,25,1,4,0.2,6.05,16,8,3,0,0,1,55,61,39,37,7,30,5,43,2,0,4,252,78,4.87,1.655,10,1.1,4.9,7,1.43
13,2003,,Byung-Hyun Kim,24,1,5,0.167,3.56,7,7,0,0,0,0,43,34,17,17,6,15,0,33,4,0,0,181,132,4.64,1.14,7.1,1.3,3.1,6.9,2.2
14,2003,,Eddie Oropesa,31,3,3,0.5,5.82,47,0,9,0,0,0,38.2,38,27,25,3,27,2,39,2,1,3,180,81,4.27,1.681,8.8,0.7,6.3,9.1,1.44
15,2003,,Mike Koplove,26,3,0,1,2.15,31,0,5,0,0,0,37.2,31,11,9,3,10,1,27,5,0,1,157,219,3.83,1.088,7.4,0.7,2.4,6.5,2.7
16,2003,,Chris Capuano,24,2,4,0.333,4.64,9,5,2,0,0,0,33,27,19,17,3,11,1,23,6,0,3,139,102,4.36,1.152,7.4,0.8,3,6.3,2.09
17,2003,,Scott Service,36,0,2,0,4.91,18,0,7,0,0,1,18.1,21,10,10,1,2,1,18,0,0,1,77,97,2.1,1.255,10.3,0.5,1,8.8,9
18,2003,,Édgar González,20,2,1,0.667,4.91,9,2,1,0,0,0,18.1,28,10,10,3,7,2,14,0,0,2,85,97,4.78,1.909,13.7,1.5,3.4,6.9,2
19,2003,,Brady Raggio,30,0,0,0,6.48,10,0,4,0,0,1,8.1,9,6,6,1,6,1,8,0,0,0,38,75,4.83,1.8,9.7,1.1,6.5,8.6,1.33
20,2003,,Dennys Reyes,26,0,0,0,11.57,3,0,0,0,0,0,2.1,5,3,3,1,1,0,5,0,0,0,13,46,5.6,2.571,19.3,3.9,3.9,19.3,5
21,2003,,Ricky Bottalico,33,1,0,1,5.4,2,0,0,0,0,0,1.2,3,1,1,0,2,1,2,0,0,0,10,104,4.23,3,16.2,0,10.8,10.8,1
22,2003,,Bret Prinz,26,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,5,0,4.03,2,9,0,9,9,1
1,2002,SP,Randy Johnson,38,24,5,0.828,2.32,35,35,0,8,4,0,260,197,78,67,26,71,1,334,13,2,3,1035,195,2.66,1.031,6.8,0.9,2.5,11.6,4.7
2,2002,SP,Curt Schilling,35,23,7,0.767,3.23,36,35,0,5,1,0,259.1,218,95,93,29,33,1,316,3,0,6,1017,140,2.4,0.968,7.6,1,1.1,11,9.58
3,2002,SP,Miguel Batista,31,8,9,0.471,4.29,36,29,2,1,0,0,184.2,172,99,88,12,70,3,112,6,2,9,790,106,3.83,1.31,8.4,0.6,3.4,5.5,1.6
4,2002,SP,Rick Helling,31,10,12,0.455,4.51,30,30,0,0,0,0,175.2,180,94,88,31,48,6,120,6,1,7,751,101,4.81,1.298,9.2,1.6,2.5,6.1,2.5
5,2002,SP,Brian Anderson,30,6,11,0.353,4.79,35,24,1,0,0,0,156,174,86,83,23,32,3,81,1,5,2,659,95,4.47,1.321,10,1.3,1.8,4.7,2.53
6,2002,CL,Byung-Hyun Kim,23,8,3,0.727,2.04,72,0,66,0,0,36,84,64,20,19,5,26,2,92,6,0,2,343,223,2.69,1.071,6.9,0.5,2.8,9.9,3.54
7,2002,RP,Mike Koplove,25,6,1,0.857,3.36,55,0,15,0,0,0,61.2,47,24,23,2,23,4,46,0,0,1,249,136,3.01,1.135,6.9,0.3,3.4,6.7,2
8,2002,RP,Mike Myers,33,4,3,0.571,4.38,69,0,15,0,0,4,37,39,18,18,2,17,0,31,8,0,0,171,104,4.02,1.514,9.5,0.5,4.1,7.5,1.82
9,2002,RP,Greg Swindell,37,0,2,0,6.27,34,0,5,0,0,0,33,38,23,23,9,5,1,23,0,0,0,143,73,5.57,1.303,10.4,2.5,1.4,6.3,4.6
10,2002,RP,Mike Fetters,37,2,3,0.4,5.11,33,0,9,0,0,0,24.2,28,18,14,1,19,5,24,2,0,6,118,90,4.1,1.905,10.2,0.4,6.9,8.8,1.26
11,2002,,Mike Morgan,42,1,1,0.5,5.29,29,0,9,0,0,0,34,41,22,20,7,9,1,13,3,0,3,156,86,5.93,1.471,10.9,1.9,2.4,3.4,1.44
